"index","product_name","avg_discount","total_profit","profit_status"
"1089","Safco Floating Shelf Set, Traditional","0.1721052632","3984.6166","Profit"
"1090","Acme Trimmer, Easy Grip","0.172","152.722","Profit"
"1091","Deflect-O Frame, Black","0.172","1526.35","Profit"
"1092","BIC Canvas, Easy-Erase","0.1719230769","696.3663","Profit"
"1093","Advantus Rubber Bands, Metal","0.1719047619","87.1507","Profit"
"1094","Kraft Manila Envelope, Set of 50","0.1718181818","-93.2184","Loss"
"1095","Cisco Speaker Phone, VoIP","0.1716129032","733.1626","Profit"
"1096","Safco Stackable Bookrack, Mobile","0.1714285714","-217.158","Loss"
"1097","Convenience Packs of Business Envelopes","0.1714285714","13.6692","Profit"
"1098","Vtech CS6719","0.1714285714","418.5164","Profit"
"1099","Master Caster Door Stop, Large Neon Orange","0.1714285714","42.2968","Profit"
"1100","Kensington 4 Outlet MasterPiece Compact Power Control Center","0.1714285714","380.5776","Profit"
"1101","Office Star - Ergonomically Designed Knee Chair","0.1714285714","-42.1096","Loss"
"1102","Square Credit Card Reader","0.1714285714","11.1888","Profit"
"1103","Sharp 1540cs Digital Laser Copier","0.1714285714","1649.97","Profit"
"1104","netTALK DUO VoIP Telephone Service","0.1714285714","430.418","Profit"
"1105","Global Stack Chair without Arms, Black","0.1714285714","44.166","Profit"
"1106","Nu-Dell Float Frame 11 x 14 1/2","0.1714285714","56.0352","Profit"
"1107","invisibleSHIELD by ZAGG Smudge-Free Screen Protector","0.1714285714","171.2648","Profit"
"1108","Newell 320","0.1714285714","9.4588","Profit"
"1109","Hypercom P1300 Pinpad","0.1714285714","275.31","Profit"
"1110","Samsung HM1900 Bluetooth Headset","0.1714285714","195.355","Profit"
"1111","DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","0.1714285714","48.822","Profit"
"1112","Global Geo Office Task Chair, Gray","0.1714285714","-166.009","Loss"
"1113","GlobeWeis Manila Envelope, Security-Tint","0.1714285714","-155.964","Loss"
"1114","Green Bar Note Cards, Multicolor","0.1714285714","470.755","Profit"
"1115","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","0.17125","-428.2128","Loss"
"1116","Fellowes Trays, Blue","0.1711428571","-575.0687","Loss"
"1117","Nokia Signal Booster, with Caller ID","0.1711111111","-313.805","Loss"
"1118","Logitech Mouse, Erganomic","0.1710526316","-135.567","Loss"
"1119","Stiletto Letter Opener, Steel","0.1708695652","154.7164","Profit"
"1120","Smead Box, Single Width","0.1708571429","80.022","Profit"
"1121","Binney & Smith Sketch Pad, Fluorescent","0.1707894737","-572.6676","Loss"
"1122","Smead Round Labels, Alphabetical","0.1707692308","7.7928","Profit"
"1123","Green Bar Memo Slips, Premium","0.1707142857","34.773","Profit"
"1124","Hon Color Coded Labels, Alphabetical","0.1705555556","13.1178","Profit"
"1125","Fiskars Ruler, Serrated","0.1705555556","94.0427","Profit"
"1126","Apple Headset, with Caller ID","0.1703703704","392.616","Profit"
"1127","Acco Binder Covers, Clear","0.1703448276","132.7374","Profit"
"1128","Smead Box, Industrial","0.17025","60.7125","Profit"
"1129","Novimex Steel Folding Chair, Black","0.17","729.588","Profit"
"1130","Cuisinart Toaster, Red","0.17","105.246","Profit"
"1131","Cuisinart Refrigerator, Silver","0.17","498.233","Profit"
"1132","O'Sullivan 3-Shelf Heavy-Duty Bookcases","0.17","147.0942","Profit"
"1133","Barricks Training Table, Adjustable Height","0.17","1758.9735","Profit"
"1134","Panasonic Phone, White","0.17","-75.435","Loss"
"1135","GBC Prestige Therm-A-Bind Covers","0.17","364.7153","Profit"
"1136","Advantus Push Pins, Bulk Pack","0.17","66.2989","Profit"
"1137","Binney & Smith Sketch Pad, Blue","0.17","618.4588","Profit"
"1138","Smead File Cart, Single Width","0.1696103896","-237.6692","Loss"
"1139","Deflect-O Frame, Durable","0.1695652174","2203.17","Profit"
"1140","Safco Library with Doors, Mobile","0.169375","1014.082","Profit"
"1141","Fellowes File Cart, Wire Frame","0.169245283","1064.7866","Profit"
"1142","Stockwell Thumb Tacks, 12 Pack","0.1692307692","230.1281","Profit"
"1143","Apple Signal Booster, with Caller ID","0.1692","-292.7305","Loss"
"1144","Motorola Office Telephone, Full Size","0.1691304348","791.5325","Profit"
"1145","Harbour Creations Swivel Stool, Red","0.1690566038","540.3657","Profit"
"1146","Kleencut Shears, Steel","0.1689285714","721.513","Profit"
"1147","Sauder 3-Shelf Cabinet, Metal","0.1688888889","1110.0014","Profit"
"1148","Green Bar Message Books, Multicolor","0.1688235294","169.242","Profit"
"1149","OIC Staples, Assorted Sizes","0.1688","3.9263","Profit"
"1150","SAFCO Chairmat, Black","0.1685714286","-192.6495","Loss"
"1151","Fiskars Scissors, High Speed","0.1684210526","262.04","Profit"
"1152","Samsung Signal Booster, Full Size","0.1683333333","2060.2044","Profit"
"1153","Advantus Paper Clips, Assorted Sizes","0.1683333333","147.124","Profit"
"1154","Hoover Toaster, Red","0.1681818182","256.6256","Profit"
"1155","Fellowes Folders, Industrial","0.168","173.736","Profit"
"1156","Avery Round Labels, Laser Printer Compatible","0.168","50.8038","Profit"
"1157","Hon Chairmat, Red","0.1678947368","90.1188","Profit"
"1158","Okidata Inkjet, White","0.1676470588","-165.762","Loss"
"1159","HP Wireless Fax, Color","0.1676","1759.3104","Profit"
"1160","Deflect-O Clock, Erganomic","0.1676","575.0907","Profit"
"1161","Lesro Training Table, with Bottom Storage","0.1675","-7.216","Loss"
"1162","Lesro Conference Table, Fully Assembled","0.1675","271.8725","Profit"
"1163","Nokia Headset, Cordless","0.1673076923","1368.512","Profit"
"1164","SanDisk Mouse, USB","0.1672727273","-70.6356","Loss"
"1165","Motorola Speaker Phone, Full Size","0.1672222222","258.774","Profit"
"1166","Binney & Smith Canvas, Water Color","0.1671875","1534.221","Profit"
"1167","Cisco Small Business SPA 502G VoIP phone","0.1671428571","282.8196","Profit"
"1168","Boston Pencil Sharpener, Fluorescent","0.1670588235","21.8875","Profit"
"1169","Jiffy Mailers, with clear poly window","0.166875","530.5731","Profit"
"1170","Ikea Classic Bookcase, Pine","0.1668421053","-1000.254","Loss"
"1171","Novimex Chairmat, Black","0.1668181818","618.0539","Profit"
"1172","Global Commerce Series High-Back Swivel/Tilt Chairs","0.1666666667","926.185","Profit"
"1173","Howard Miller 11-1/2"" Diameter Grantwood Wall Clock","0.1666666667","101.7868","Profit"
"1174","Hoover Upright Vacuum With Dirt Cup","0.1666666667","460.3527","Profit"
"1175","Eldon Expressions Wood Desk Accessories, Oak","0.1666666667","10.1106","Profit"
"1176","Wilson SignalBoost 841262 DB PRO Amplifier Kit","0.1666666667","1043.855","Profit"
"1177","Eldon 400 Class Desk Accessories, Black Carbon","0.1666666667","47.6","Profit"
"1178","Cisco 8x8 Inc. 6753i IP Business Phone System","0.1666666667","83.6938","Profit"
"1179","Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book","0.1666666667","54.0728","Profit"
"1180","Panasonic KX TS208W Corded phone","0.1666666667","154.8084","Profit"
"1181","Belkin Standard 104 key USB Keyboard","0.1666666667","5.1065","Profit"
"1182","WD My Passport Ultra 1TB Portable External Hard Drive","0.1666666667","33.81","Profit"
"1183","Eldon File Cart, Industrial","0.1666666667","-97.629","Loss"
"1184","Cameo Interoffice Envelope, with clear poly window","0.1666666667","-105.8005","Loss"
"1185","Motorola L703CM","0.1666666667","467.97","Profit"
"1186","Xerox 1951","0.1666666667","244.742","Profit"
"1187","Global Comet Stacking Armless Chair","0.1666666667","514.366","Profit"
"1188","Harbour Creations Color Coded Labels, Alphabetical","0.1666666667","173.76","Profit"
"1189","Xerox 210","0.1666666667","35.2512","Profit"
"1190","Nu-Dell Executive Frame","0.1666666667","98.9712","Profit"
"1191","Eldon Spacemaker Box, Quick-Snap Lid, Clear","0.1666666667","9.2852","Profit"
"1192","SAFCO Folding Chair Trolley","0.1666666667","151.3232","Profit"
"1193","Zebra Zazzle Fluorescent Highlighters","0.1666666667","20.672","Profit"
"1194","Eldon Door Stop, Duo Pack","0.1666666667","244.952","Profit"
"1195","Hamilton Beach Blender, White","0.1666666667","10.396","Profit"
"1196","OIC Stacking Trays","0.1666666667","26.72","Profit"
"1197","Mophie Juice Pack Helium for iPhone","0.1666666667","201.5748","Profit"
"1198","Linden 10"" Round Wall Clock, Black","0.1666666667","41.8672","Profit"
"1199","Tenex Photo Frame, Erganomic","0.1666666667","-71.724","Loss"
"1200","Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear","0.1666666667","17.4478","Profit"
"1201","Griffin GC17055 Auxiliary Audio Cable","0.1666666667","46.0544","Profit"
"1202","Newell 348","0.1666666667","9.7088","Profit"
"1203","Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","0.1666666667","408.744","Profit"
"1204","High-Back Leather Manager's Chair","0.1666666667","-197.5848","Loss"
"1205","Hamilton Beach Stove, Silver","0.1666666667","5989.749","Profit"
"1206","Bush Andora Bookcase, Maple/Graphite Gray Finish","0.1666666667","135.5887","Profit"
"1207","Hewlett Ink, Digital","0.1665555556","1498.45216","Profit"
"1208","Kraft Interoffice Envelope, with clear poly window","0.1662068966","604.0774","Profit"
"1209","Sharp Personal Copier, High-Speed","0.1661428571","254.884","Profit"
"1210","Ibico 3-Hole Punch, Durable","0.1660416667","727.3099","Profit"
"1211","Tenex Clock, Black","0.1657894737","232.815","Profit"
"1212","Harbour Creations Swivel Stool, Adjustable","0.1657142857","-75.7539","Loss"
"1213","Hon Executive Leather Armchair, Adjustable","0.1655102041","5997.2541","Profit"
"1214","Acme Shears, Serrated","0.1655","-78.6934","Loss"
"1215","Jiffy Clasp Envelope, with clear poly window","0.1654545455","113.926","Profit"
"1216","Advantus Photo Frame, Black","0.1652380952","-194.9052","Loss"
"1217","Tenex File Cart, Industrial","0.1651351351","353.5217","Profit"
"1218","Eldon Light Bulb, Erganomic","0.165","53.6626","Profit"
"1219","Tenex Frame, Duo Pack","0.165","-60.7524","Loss"
"1220","Elite Letter Opener, High Speed","0.165","216.08","Profit"
"1221","Eldon Box, Industrial","0.1647058824","197.226","Profit"
"1222","Eldon Box, Blue","0.1646875","143.8638","Profit"
"1223","SanDisk Flash Drive, Programmable","0.1646666667","156.6824","Profit"
"1224","Green Bar Note Cards, 8.5 x 11","0.1646666667","368.222","Profit"
"1225","Dania Stackable Bookrack, Traditional","0.1645833333","2436.3775","Profit"
"1226","OIC Thumb Tacks, 12 Pack","0.1645","-44.46","Loss"
"1227","Acme Trimmer, Steel","0.1644827586","317.2548","Profit"
"1228","OIC Push Pins, Metal","0.1642105263","145.723","Profit"
"1229","Fellowes Folders, Blue","0.1641025641","947.01","Profit"
"1230","Nokia Speaker Phone, Cordless","0.1640909091","1383.06","Profit"
"1231","SAFCO Executive Leather Armchair, Black","0.1639285714","7154.28","Profit"
"1232","Eldon Trays, Industrial","0.1638888889","787.657","Profit"
"1233","Apple Office Telephone, Full Size","0.1638095238","701.7579","Profit"
"1234","Fiskars Ruler, High Speed","0.1636363636","12.166","Profit"
"1235","Green Bar Memo Slips, Recycled","0.1636363636","16.958","Profit"
"1236","Newell 312","0.1636363636","34.456","Profit"
"1237","Breville Toaster, Black","0.1636363636","262.254","Profit"
"1238","Jiffy Interoffice Envelope, Set of 50","0.1636363636","53.574","Profit"
"1239","SAFCO Bag Chairs, Black","0.1635","-58.5752","Loss"
"1240","Acme Scissors, Easy Grip","0.1635","240.2934","Profit"
"1241","Boston Canvas, Easy-Erase","0.1632432432","495.4704","Profit"
"1242","Cisco Smart Phone, with Caller ID","0.1632142857","9535.5408","Profit"
"1243","Jiffy Interoffice Envelope, with clear poly window","0.163125","328.7197","Profit"
"1244","Harbour Creations Rocking Chair, Adjustable","0.1630769231","927.627","Profit"
"1245","Eaton Parchment Paper, Recycled","0.1629411765","210.7896","Profit"
"1246","Kraft Interoffice Envelope, Recycled","0.1629411765","412.7772","Profit"
"1247","Eaton Computer Printout Paper, Recycled","0.1629411765","270.7334","Profit"
"1248","Hon Swivel Stool, Set of Two","0.1629411765","791.614","Profit"
"1249","Hon Legal Exhibit Labels, 5000 Label Set","0.1628571429","67.5224","Profit"
"1250","Harbour Creations Chairmat, Black","0.1625806452","46.4514","Profit"
"1251","OIC Staples, Metal","0.1625","184.258","Profit"
"1252","Bevis Training Table, Rectangular","0.1625","336.8325","Profit"
"1253","Acco 6 Outlet Guardian Premium Surge Suppressor","0.1625","60.424","Profit"
"1254","Ibico Ibimaster 300 Manual Binding System","0.1625","2318.337","Profit"
"1255","Novimex Swivel Stool, Set of Two","0.1625","1448.013","Profit"
"1256","Bevis Wood Table, Rectangular","0.1625","-233.835","Loss"
"1257","Ibico Binder, Recycled","0.1623913043","128.6936","Profit"
"1258","Office Star Steel Folding Chair, Adjustable","0.1623809524","1895.978","Profit"
"1259","Novimex Round Labels, 5000 Label Set","0.1623809524","104.1214","Profit"
"1260","Ames Manila Envelope, Recycled","0.1622222222","64.838","Profit"
"1261","Eldon Shelving, Industrial","0.1621621622","-216.16","Loss"
"1262","Bush Floating Shelf Set, Traditional","0.1621428571","653.6562","Profit"
"1263","SAFCO Executive Leather Armchair, Red","0.1619047619","-1833.173","Loss"
"1264","Novimex Rocking Chair, Set of Two","0.1618181818","935.0096","Profit"
"1265","Brother Fax and Copier, Color","0.16175","1303.60904","Profit"
"1266","Safco 3-Shelf Cabinet, Traditional","0.1617391304","527.2854","Profit"
"1267","Office Star Steel Folding Chair, Black","0.1615625","-250.0194","Loss"
"1268","SAFCO Bag Chairs, Red","0.1615625","-136.1904","Loss"
"1269","ACCOHIDE 3-Ring Binder, Blue, 1""","0.1615384615","50.7164","Profit"
"1270","Ibico 3-Hole Punch, Clear","0.1613888889","749.3613","Profit"
"1271","Sauder Corner Shelving, Metal","0.1613333333","881.3604","Profit"
"1272","Cardinal Index Tab, Clear","0.1612962963","550.0558","Profit"
"1273","GlobeWeis Peel and Seal, Recycled","0.1611764706","377.8069","Profit"
"1274","GlobeWeis Business Envelopes, Recycled","0.1611111111","120.862","Profit"
"1275","OIC Push Pins, 12 Pack","0.1611111111","243.398","Profit"
"1276","Ikea Library with Doors, Traditional","0.1611111111","1165.555","Profit"
"1277","Motorola Headset, Cordless","0.161","89.8471","Profit"
"1278","Ikea Floating Shelf Set, Traditional","0.160952381","-1300.659","Loss"
"1279","Enermax Parchment Paper, Multicolor","0.1609090909","88.476","Profit"
"1280","SanDisk Note Cards, 8.5 x 11","0.1607692308","-68.6214","Loss"
"1281","Harbour Creations Bag Chairs, Set of Two","0.160625","462.0562","Profit"
"1282","SAFCO Bag Chairs, Adjustable","0.1605263158","255.0785","Profit"
"1283","Rogers Box, Single Width","0.1604166667","34.159","Profit"
"1284","Eldon Shelving, Single Width","0.1602631579","-834.304","Loss"
"1285","Sanford Canvas, Blue","0.1601960784","721.6256","Profit"
"1286","Panasonic KX T7736-B Digital phone","0.16","134.955","Profit"
"1287","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","0.16","-256.5636","Loss"
"1288","Global Value Steno Chair, Gray","0.16","245.997","Profit"
"1289","ClearOne CHATAttach 160 - speaker phone","0.16","1056.3827","Profit"
"1290","QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3","0.16","29.5375","Profit"
"1291","Polycom VoiceStation 500 Conference phone","0.16","339.1925","Profit"
"1292","Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting","0.16","244.3888","Profit"
"1293","Eldon Image Series Desk Accessories, Ebony","0.16","55.822","Profit"
"1294","Dania Corner Shelving, Pine","0.16","182.08","Profit"
"1295","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack","0.16","24.8054","Profit"
"1296","Lenovo 17-Key USB Numeric Keypad","0.16","22.4334","Profit"
"1297","Seth Thomas 13 1/2"" Wall Clock","0.16","71.12","Profit"
"1298","Xerox 206","0.16","23.8464","Profit"
"1299","Safco Industrial Wire Shelving","0.16","-126.7068","Loss"
"1300","Rush Hierlooms Collection Rich Wood Bookcases","0.16","-70.8312","Loss"
"1301","Safco Classic Bookcase, Traditional","0.16","2073.48","Profit"
"1302","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","0.16","342.8874","Profit"
"1303","Epson Printer, Red","0.16","194.9402","Profit"
"1304","Adtran 1202752G1","0.16","312.4552","Profit"
"1305","PureGear Roll-On Screen Protector","0.16","218.2908","Profit"
"1306","G.E. Halogen Desk Lamp Bulbs","0.16","22.8944","Profit"
"1307","Global Comet Stacking Arm Chair","0.16","697.1415","Profit"
"1308","Okidata Receipt Printer, White","0.16","138.0724","Profit"
"1309","Eldon Cleatmat Plus Chair Mats for High Pile Carpets","0.16","-111.328","Loss"
"1310","iOttie HLCRIO102 Car Mount","0.16","-11.994","Loss"
"1311","Cyber Acoustics AC-202b Speech Recognition Stereo Headset","0.16","-20.5242","Loss"
"1312","Jabra Supreme Plus Driver Edition Headset","0.16","259.1784","Profit"
"1313","Nokia Lumia 521 (T-Mobile)","0.16","83.972","Profit"
"1314","Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive","0.16","53.268","Profit"
"1315","Cisco SPA 502G IP Phone","0.16","299.875","Profit"
"1316","Belkin F9G930V10-GRY 9 Outlet Surge","0.16","162.5792","Profit"
"1317","Adams Telephone Message Books, 5 1/4” x 11”","0.16","32.918","Profit"
"1318","Hon Every-Day Series Multi-Task Chairs","0.16","281.97","Profit"
"1319","Hon Olson Stacker Stools","0.16","833.5952","Profit"
"1320","Samsung Audio Dock, VoIP","0.16","1453.338","Profit"
"1321","Logitech B530 USB Headset - headset - Full size, Binaural","0.16","64.7325","Profit"
"1322","DMI Eclipse Executive Suite Bookcases","0.16","19.6864","Profit"
"1323","Xerox 2","0.16","81.8424","Profit"
"1324","Smead Folders, Single Width","0.1596875","281.6672","Profit"
"1325","Fellowes Folders, Wire Frame","0.1596428571","87.5268","Profit"
"1326","Binney & Smith Sketch Pad, Easy-Erase","0.1596428571","231.6924","Profit"
